0.0
0.6204	0.599	0.475	0.7053	0.7053	0.7301	0.6497	0.6076	0.5444	0.8097	0.8097	0.9577	0.6196	0.6134	0.511	0.5187	0.6196	0.5827	0.7053	0.8097	0.5187	-0.0092	0.8097	1.0944	0.7053	0.8097	0.5444	0.8097	0.8097	1.0944	0.7301	0.9577	0.5827	1.0944	1.0944	0.744
0.6461	0.6278	0.343	0.6543	0.6543	0.841	0.674	0.6652	0.3881	0.6856	0.6856	0.9108	0.6868	0.6864	0.0043	0.708	0.708	0.5217	0.763	0.8678	-0.9841	0.8112	0.8678	1.1342	0.763	0.8678	0.3881	0.8112	0.8678	1.1342	0.841	0.9108	0.5217	1.1342	1.1342	0.6918
0.6346	0.3537	0.7348	0.8187	0.8187	0.8381	0.6501	0.4689	0.733	0.8993	0.8993	0.6828	0.6826	0.0313	0.9628	0.6264	0.9628	1.0406	0.5032	-0.8193	0.0205	-0.0027	0.5032	1.1479	0.6826	0.4689	0.9628	0.8993	0.9628	1.1479	0.8381	0.6828	1.0406	1.1362	1.1362	0.7195
0.7065	0.6054	0.867	0.6875	0.867	1.0203	0.7877	0.6455	0.836	0.6256	0.836	0.8986	0.5024	0.6988	0.6742	0.6102	0.6988	0.9124	-0.7682	0.8128	-0.0089	0.6503	0.8128	1.1196	0.7877	0.8128	0.867	0.6875	0.867	1.1196	1.0203	0.8986	0.9124	1.1196	1.1196	0.7224
0.7065	0.6278	0.867	0.8187	0.867	1.0203	0.7877	0.6652	0.836	0.8993	0.8993	0.9577	0.6868	0.6988	0.9628	0.708	0.9628	1.0406	0.763	0.8678	0.5187	0.8112	0.8678	1.1479	0.7877	0.8678	0.9628	0.8993	0.9628	1.1479	1.0203	0.9577	1.0406	1.1362	1.1362	0.744
0.7943	0.8008	0.8242	1.1126	1.1126	20.0	0.9353	0.8444	0.8132	1.1285	1.1285	20.0	0.6182	0.5707	0.7468	1.0577	1.0577	20.0	1.1126	1.1285	1.0577	1.093	1.1285	1.5075	1.1126	1.1285	1.0577	1.1285	1.1285	20.0	20.0	20.0	20.0	20.0	20.0	20.0
0.5813	0.5657	0.4479	0.763	0.763	0.8521	0.6378	0.5659	0.5297	0.8678	0.8678	0.96	0.343	0.3881	0.0043	-1.4551	0.3881	0.5217	0.63	0.5778	0.5658	0.8112	0.8112	1.1342	0.6378	0.5778	0.5658	0.8678	0.8678	1.1342	0.8521	0.96	0.5217	1.1342	1.1342	0.6524
0.6153	0.6195	0.4701	0.6239	0.6239	0.8155	0.6881	0.6376	0.5343	0.6338	0.6881	0.9562	0.4701	0.5343	-2.7397	0.5031	0.5343	0.7209	0.6457	0.633	0.5031	0.6467	0.6467	0.8826	0.6881	0.6376	0.5343	0.6467	0.6881	0.9562	0.8155	0.9562	0.7209	0.8826	0.9562	0.6612
0.6317	0.4017	0.6998	0.7967	0.7967	1.0674	0.6878	0.5303	0.7514	0.9177	0.9177	0.7115	0.0542	-1.4847	-0.5717	-0.0179	0.0542	0.5115	0.699	0.4196	0.7266	0.846	0.846	1.178	0.699	0.5303	0.7514	0.9177	0.9177	1.178	1.0674	0.7115	0.5115	1.178	1.178	0.6857
0.7998	0.5791	0.9612	0.59	0.9612	1.0278	0.8743	0.6408	0.902	0.6057	0.902	0.9967	-1.6732	0.414	-0.0286	0.1313	0.414	0.4346	0.8091	0.6006	0.9107	0.6086	0.9107	0.797	0.8743	0.6408	0.9612	0.6086	0.9612	1.0278	1.0278	0.9967	1.0538	0.797	1.0538	0.6759
0.7998	0.6195	0.9612	0.7967	0.9612	1.0674	0.8743	0.6408	0.902	0.9177	0.9177	0.9967	0.4701	0.5343	0.0043	0.5031	0.5343	0.7209	0.8091	0.633	0.9107	0.846	0.9107	1.178	0.8743	0.6408	0.9612	0.9177	0.9612	1.178	1.0674	0.9967	1.0538	1.178	1.178	0.6857
0.8935	0.9431	0.4923	0.9148	0.9431	20.0	1.0162	0.9442	0.4657	1.0257	1.0257	20.0	0.4923	0.4657	0.7234	0.4998	0.7234	1.3165	0.9417	0.9281	0.4998	1.0118	1.0118	20.0	1.0162	0.9442	0.7234	1.0257	1.0257	20.0	20.0	20.0	20.0	20.0	20.0	20.0
0.4496	0.4464	0.3602	0.5032	0.5032	0.4506	0.3537	0.4689	0.0313	-1.361	0.4689	0.6828	0.675	0.652	0.6805	0.0205	0.6805	0.5093	0.8187	0.8993	0.6264	0.0206	0.8993	1.1362	0.8187	0.8993	0.6805	0.5032	0.8993	1.1362	0.4506	0.6828	0.5093	1.1479	1.1479	0.7305
0.5223	0.5341	0.0542	0.5521	0.5521	0.4648	0.4017	0.5303	-2.5847	0.4196	0.5303	0.7115	0.7565	0.7406	-0.5717	0.7293	0.7565	0.5115	0.7967	0.9177	0.012	0.846	0.9177	1.178	0.7967	0.9177	0.0542	0.846	0.9177	1.178	0.4648	0.7115	0.5115	1.178	1.178	0.6686
0.4906	-0.0102	0.7197	0.6643	0.7197	0.6505	-0.0102	-1.9807	-0.5785	0.0051	0.0051	0.5652	0.8299	-0.5785	1.0623	0.2513	1.0623	1.0229	0.6643	-0.0154	0.2513	0.0118	0.6643	1.2558	0.8299	-0.0102	1.0623	0.6643	1.0623	1.2558	0.6505	0.5652	1.0229	1.2558	1.2558	0.7015
0.541	0.5507	0.629	0.4719	0.629	1.0142	-1.9998	0.4913	-0.0019	0.1391	0.4913	0.706	-0.0029	0.7235	0.2435	0.8108	0.8108	1.0422	0.0238	0.905	0.0024	0.815	0.905	0.9972	0.541	0.905	0.629	0.815	0.905	1.0422	1.0142	0.706	1.0422	0.9972	1.0422	0.662
0.541	0.5507	0.7197	0.6643	0.7197	1.0142	0.4017	0.5303	0.0313	0.4196	0.5303	0.7115	0.8299	0.7406	1.0623	0.8108	1.0623	1.0422	0.8187	0.9177	0.6264	0.846	0.9177	1.2558	0.8299	0.9177	1.0623	0.846	1.0623	1.2558	1.0142	0.7115	1.0422	1.2558	1.2558	0.7305
0.6124	0.7206	0.953	0.8747	0.953	20.0	0.7206	0.6062	0.7221	0.6798	0.7221	1.3125	0.6724	0.7221	0.9068	1.0812	1.0812	20.0	0.8747	1.0329	1.0812	1.2938	1.2938	20.0	0.8747	1.0329	1.0812	1.2938	1.2938	20.0	20.0	20.0	20.0	20.0	20.0	20.0
0.7065	0.7877	0.5024	-0.4918	0.7877	1.0203	0.6476	0.5854	0.5566	0.8128	0.8128	0.9515	0.867	0.836	0.6742	0.0271	0.867	0.9124	0.6737	0.5254	0.4281	0.6503	0.6737	1.1196	0.867	0.836	0.6742	0.8128	0.867	1.1196	1.0203	0.9515	0.9124	1.1196	1.1196	0.6859
