0.0
0.6047	0.5469	0.6895	0.5885	0.6895	0.5373	0.6274	0.5751	0.7263	0.8286	0.8286	0.8203	0.7504	0.6572	0.8434	0.4676	0.8434	0.814	0.5885	0.8286	0.4676	-1.0003	0.8286	0.8431	0.7504	0.8286	0.8434	0.8286	0.8434	0.8431	0.5373	0.8203	0.814	0.8431	0.8431	0.6365
0.6274	0.62	0.2575	0.6417	0.6417	0.6851	0.6352	0.6698	0.4935	0.6819	0.6819	0.9551	0.7723	0.7596	-0.0653	0.8751	0.8751	0.5325	0.7459	0.9423	-1.3258	0.779	0.9423	0.8843	0.7723	0.9423	0.4935	0.8751	0.9423	0.9551	0.6851	0.9551	0.5325	0.8843	0.9551	0.5643
0.7504	0.28	0.8642	0.7554	0.8642	0.6097	0.7723	0.577	1.0028	0.9884	1.0028	0.5358	0.9038	0.0213	0.9674	0.7223	0.9674	0.8434	0.335	-1.3133	0.2312	0.6564	0.6564	0.8724	0.9038	0.577	1.0028	0.9884	1.0028	0.8724	0.6097	0.5358	0.8434	0.9804	0.9804	0.5432
0.5885	0.6071	0.8092	0.6714	0.8092	0.8529	0.7459	0.6464	0.9215	0.6839	0.9215	0.96	0.335	0.7518	0.5713	0.8139	0.8139	1.0446	-0.8379	0.7653	0.1959	0.6792	0.7653	0.8748	0.7459	0.7653	0.9215	0.8139	0.9215	1.0446	0.8529	0.96	1.0446	0.8748	1.0446	0.5286
0.7504	0.62	0.8642	0.7554	0.8642	0.8529	0.7723	0.6698	1.0028	0.9884	1.0028	0.96	0.9038	0.7596	0.9674	0.8751	0.9674	1.0446	0.7459	0.9423	0.4676	0.779	0.9423	0.8843	0.9038	0.9423	1.0028	0.9884	1.0028	1.0446	0.8529	0.96	1.0446	0.9804	1.0446	0.6365
0.5373	0.7499	0.5039	0.8431	0.8431	20.0	0.6851	0.7782	0.8721	0.8843	0.8843	20.0	0.6097	1.1322	0.7788	0.8724	1.1322	20.0	0.8529	0.9128	0.9076	0.9163	0.9163	0.5385	0.8529	1.1322	0.9076	0.9163	1.1322	20.0	20.0	20.0	20.0	20.0	20.0	20.0
0.5469	0.4768	0.6561	0.7459	0.7459	0.5711	0.62	0.5485	0.7095	0.9423	0.9423	0.9069	0.28	0.4935	-0.0653	-1.5743	0.4935	0.5325	0.6071	0.5286	0.7341	0.779	0.779	0.8843	0.62	0.5485	0.7341	0.9423	0.9423	0.9069	0.7499	0.9069	0.5325	0.8843	0.9069	0.5907
0.5751	0.5485	0.6183	0.5746	0.6183	0.7513	0.6698	0.6262	0.6921	0.6587	0.6921	1.007	0.577	0.6921	-1.8003	0.5993	0.6921	0.5795	0.6464	0.6194	0.5993	0.6779	0.6779	0.845	0.6698	0.6921	0.6921	0.6779	0.6921	1.007	0.7782	1.007	0.5795	0.845	1.007	0.6022
0.6572	0.4935	0.839	0.7937	0.839	0.6105	0.7596	0.6921	1.0668	0.7971	1.0668	0.5674	0.0213	-2.2871	-0.4484	-0.597	0.0213	0.5637	0.7518	0.5164	0.9573	0.8348	0.9573	1.0502	0.7596	0.6921	1.0668	0.8348	1.0668	1.0502	1.1322	0.5674	0.5637	1.0502	1.1322	0.5355
0.8286	0.5286	0.8298	0.593	0.8298	0.8296	0.9423	0.6194	0.8577	0.6837	0.9423	0.9548	-1.3133	0.5164	-0.2817	0.056	0.5164	0.4406	0.7653	0.6024	0.9111	0.6615	0.9111	0.7984	0.9423	0.6194	0.9111	0.6837	0.9423	0.9548	0.9128	0.9548	0.7777	0.7984	0.9548	0.5371
