2.49
0.44	0.44	0.44	1.36	0.44	0.67	0.44	0.44	0.44	1.01	0.44	0.67	0.44	0.44	0.44	0.32	0.44	0.67	1.07	0.79	0.02	-1.0	3.19	2.83	0.44	0.44	0.44	0.25	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.28
0.44	0.44	0.19	0.44	0.44	0.67	0.44	0.44	0.23	0.44	0.44	0.67	0.44	0.44	-0.66	0.44	0.44	0.67	0.73	1.64	-2.1	0.67	3.19	2.83	0.44	0.44	0.0	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.28
0.44	0.21	0.44	0.69	0.44	0.67	0.44	0.39	0.44	1.01	0.44	0.67	0.44	-0.34	0.44	0.32	0.44	0.67	-0.14	-1.8	0.31	0.08	3.19	2.83	0.44	0.0	0.44	0.25	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.28
1.85	0.44	0.69	0.44	0.44	0.67	0.73	0.44	1.01	0.44	0.44	0.67	-0.04	0.44	0.32	0.44	0.44	0.67	-0.9	0.71	-0.64	0.63	3.19	2.83	0.25	0.44	0.25	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.28
0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.67	3.19	3.19	3.19	3.19	3.19	2.83	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.28
0.67	0.67	0.67	0.67	0.67	20.0	0.67	0.67	0.67	0.67	0.67	20.0	0.67	0.67	0.67	0.67	0.67	20.0	2.83	2.83	2.83	2.83	2.83	0.25	0.67	0.67	0.67	0.67	0.67	20.0	1.23	1.23	1.23	1.23	1.23	1.23
0.44	0.44	0.44	0.81	0.44	0.67	0.44	0.44	0.44	1.7	0.44	0.67	0.9	0.37	-0.38	-0.9	2.68	2.58	0.44	0.44	0.44	0.72	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.28
0.44	0.44	0.4	0.44	0.44	0.67	0.44	0.44	0.73	0.44	0.44	0.67	0.39	1.04	-2.1	0.31	2.68	2.58	0.44	0.44	0.49	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.28
0.44	0.37	0.44	0.81	0.44	0.67	0.44	0.46	0.44	1.01	0.44	0.67	-0.44	-1.7	0.14	-0.94	2.68	2.58	0.44	0.2	0.44	0.84	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.28
0.79	0.44	0.81	0.44	0.44	0.67	1.88	0.44	1.01	0.44	0.44	0.67	-0.9	0.2	-1.21	0.49	2.68	2.58	0.71	0.44	0.84	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.28
0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.67	2.68	2.68	2.68	2.68	2.68	2.58	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.28
0.67	0.67	0.67	0.67	0.67	20.0	0.67	0.67	0.67	0.67	0.67	20.0	2.58	2.58	2.58	2.58	2.58	0.0	0.67	0.67	0.67	0.67	0.67	20.0	0.67	0.67	0.67	0.67	0.67	20.0	1.23	1.23	1.23	1.23	1.23	1.23
0.44	0.44	0.44	0.06	0.44	0.67	0.51	0.4	-0.52	-1.3	2.77	2.58	0.44	0.44	0.44	0.5	0.44	0.67	0.92	0.92	0.52	-0.46	3.19	2.83	0.44	0.44	0.44	0.25	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.28
0.44	0.44	-0.62	0.44	0.44	0.67	0.23	0.96	-2.7	0.31	2.77	2.58	0.44	0.44	-0.83	0.44	0.44	0.67	1.01	1.01	-1.55	0.92	3.19	2.83	0.44	0.44	0.0	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.28
0.44	-0.48	0.44	0.06	0.44	0.67	-0.76	-2.9	-0.57	-0.72	2.77	2.58	0.44	-0.33	0.44	-0.03	0.44	0.67	0.42	-1.21	0.32	0.12	3.19	2.83	0.44	0.0	0.44	0.25	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.28
-0.08	0.44	0.06	0.44	0.44	0.67	-1.1	0.49	-1.55	0.18	2.77	2.58	0.97	0.44	-0.03	0.44	0.44	0.67	-0.64	0.92	0.81	0.45	3.19	2.83	0.25	0.44	0.25	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.28
0.44	0.44	0.44	0.44	0.44	0.67	2.77	2.77	2.77	2.77	2.77	2.58	0.44	0.44	0.44	0.44	0.44	0.67	2.77	2.77	2.77	2.77	2.77	2.83	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.28
0.67	0.67	0.67	0.67	0.67	20.0	2.58	2.58	2.58	2.58	2.58	0.0	0.67	0.67	0.67	0.67	0.67	20.0	2.83	2.83	2.83	2.83	2.83	0.25	0.67	0.67	0.67	0.67	0.67	20.0	1.23	1.23	1.23	1.23	1.23	1.23
1.12	0.81	0.16	-0.6	3.19	2.83	0.44	0.44	0.44	0.48	0.44	0.67	0.72	0.81	0.32	-0.28	2.68	2.83	0.44	0.44	0.44	1.21	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.28
1.01	1.14	-1.5	0.83	3.19	2.83	0.44	0.44	0.31	0.44	0.44	0.67	1.01	1.01	-0.72	0.83	2.68	2.83	0.44	0.44	-0.02	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.28
0.22	-1.6	0.44	-0.28	3.19	2.83	0.44	0.31	0.44	0.83	0.44	0.67	0.22	-0.94	0.0	0.41	2.68	2.83	0.44	0.14	0.44	0.34	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.28
-0.2	0.72	-0.46	1.07	3.19	2.83	0.67	0.44	0.83	0.44	0.44	0.67	0.08	0.84	0.12	0.22	2.68	2.83	1.03	0.44	0.34	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.28
3.19	3.19	3.19	3.19	3.19	2.83	0.44	0.44	0.44	0.44	0.44	0.67	3.19	3.19	3.19	3.19	3.19	2.83	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.28
2.83	2.83	2.83	2.83	2.83	0.25	0.67	0.67	0.67	0.67	0.67	20.0	2.83	2.83	2.83	2.83	2.83	0.25	0.67	0.67	0.67	0.67	0.67	20.0	0.67	0.67	0.67	0.67	0.67	20.0	1.23	1.23	1.23	1.23	1.23	1.23
0.44	0.44	0.44	0.25	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.67	0.44	0.44	0.44	0.25	0.44	0.28
0.44	0.44	0.0	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.67	0.44	0.44	0.0	0.44	0.44	0.28
0.44	0.0	0.44	0.25	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.67	0.44	0.0	0.44	0.25	0.44	0.28
0.25	0.44	0.25	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.67	0.25	0.44	0.25	0.44	0.44	0.28
0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.67	0.44	0.44	0.44	0.44	0.44	0.28
0.67	0.67	0.67	0.67	0.67	20.0	0.67	0.67	0.67	0.67	0.67	20.0	0.67	0.67	0.67	0.67	0.67	20.0	0.67	0.67	0.67	0.67	0.67	20.0	0.67	0.67	0.67	0.67	0.67	20.0	1.23	1.23	1.23	1.23	1.23	1.23
0.44	0.44	0.44	0.25	0.44	1.23	0.44	0.44	0.44	0.25	0.44	1.23	0.44	0.44	0.44	0.25	0.44	1.23	0.44	0.44	0.44	0.25	0.44	1.23	0.44	0.44	0.44	0.25	0.44	1.23	0.0	0.0	0.0	-2.24	0.0	1.23
0.44	0.44	0.0	0.44	0.44	1.23	0.44	0.44	0.0	0.44	0.44	1.23	0.44	0.44	0.0	0.44	0.44	1.23	0.44	0.44	0.0	0.44	0.44	1.23	0.44	0.44	0.0	0.44	0.44	1.23	0.0	0.0	-2.49	0.0	0.0	1.23
0.44	0.0	0.44	0.25	0.44	1.23	0.44	0.0	0.44	0.25	0.44	1.23	0.44	0.0	0.44	0.25	0.44	1.23	0.44	0.0	0.44	0.25	0.44	1.23	0.44	0.0	0.44	0.25	0.44	1.23	0.0	-2.49	0.0	-2.24	0.0	1.23
0.25	0.44	0.25	0.44	0.44	1.23	0.25	0.44	0.25	0.44	0.44	1.23	0.25	0.44	0.25	0.44	0.44	1.23	0.25	0.44	0.25	0.44	0.44	1.23	0.25	0.44	0.25	0.44	0.44	1.23	-2.24	0.0	-2.24	0.0	0.0	1.23
0.44	0.44	0.44	0.44	0.44	1.23	0.44	0.44	0.44	0.44	0.44	1.23	0.44	0.44	0.44	0.44	0.44	1.23	0.44	0.44	0.44	0.44	0.44	1.23	0.44	0.44	0.44	0.44	0.44	1.23	0.0	0.0	0.0	0.0	0.0	1.23
0.28	0.28	0.28	0.28	0.28	1.23	0.28	0.28	0.28	0.28	0.28	1.23	0.28	0.28	0.28	0.28	0.28	1.23	0.28	0.28	0.28	0.28	0.28	1.23	0.28	0.28	0.28	0.28	0.28	1.23	1.23	1.23	1.23	1.23	1.23	20.0
